,ID,Auteur,Naissance (min),Naissance (max),Mort (min),Mort (max),Témoin,Partie,Chapitre,Section,size
340,papinien,,0142-01-01,0142-01-01,0212-01-01,0212-01-01,basnage,coutume,DES DONATIONS.,"CCCCXLVII. Donation comment reputée à cause de mort, et testamentaire.",1
341,papinien,,0142-01-01,0142-01-01,0212-01-01,0212-01-01,basnage,coutume,DES DONATIONS.,"CCCCXXXI. Quelles personnes peuvent donner entre vifs, quoy, et à qui.",1
342,papinien,,0142-01-01,0142-01-01,0212-01-01,0212-01-01,basnage,coutume,DES DONATIONS.,CCCCXXXIV. Donations aux enfans reputées avancement d ’ hoirie.,2
343,papinien,,0142-01-01,0142-01-01,0212-01-01,0212-01-01,basnage,coutume,DES FIEFS ET DROITS FEODAUX,CXLIII. Droit de confiscation à qui appartient et en quel cas écheoit.,1
344,papinien,,0142-01-01,0142-01-01,0212-01-01,0212-01-01,basnage,coutume,DES GARDES.,CCXVIII. Charge de la Garde-Noble Seigneuriale.,1
345,papinien,,0142-01-01,0142-01-01,0212-01-01,0212-01-01,basnage,coutume,DES RETRAITS ET CLAMEUR DE BOURSE.,"CCCCCII. Baux à ferme et rente d ’ usufruit, quand sont clamables.",1
346,papinien,,0142-01-01,0142-01-01,0212-01-01,0212-01-01,basnage,coutume,DES RETRAITS ET CLAMEUR DE BOURSE.,CCCCLXXIX.,1
347,papinien,,0142-01-01,0142-01-01,0212-01-01,0212-01-01,basnage,coutume,DES RETRAITS ET CLAMEUR DE BOURSE.,CCCCLXXXVII.,1
348,papinien,,0142-01-01,0142-01-01,0212-01-01,0212-01-01,basnage,coutume,DES TESTAMENS.,CCCCXII. Forme et solennité de Testament.,4
349,papinien,,0142-01-01,0142-01-01,0212-01-01,0212-01-01,basnage,coutume,DES TESTAMENS.,CCCCXXVII. Disposition d ’ héritage comment est permise par testament.,2
350,papinien,,0142-01-01,0142-01-01,0212-01-01,0212-01-01,basnage,coutume,DU DOUAIRE.,CCCCX. Mariez ne se peuvent avantager.,4
351,papinien,,0142-01-01,0142-01-01,0212-01-01,0212-01-01,basnage,coutume,DU DOUAIRE.,CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,1
352,papinien,,0142-01-01,0142-01-01,0212-01-01,0212-01-01,basnage,coutume,DU DOUAIRE.,CCCLXXVII.,1
353,papinien,,0142-01-01,0142-01-01,0212-01-01,0212-01-01,basnage,coutume,DU DOUAIRE.,CCCLXXXII. Droit de viduitè appartenant au mary.,1
354,papinien,,0142-01-01,0142-01-01,0212-01-01,0212-01-01,basnage,coutume,DU DOUAIRE.,CCCLXXXIX. Femme n ’ a communauté avec le mary.,1
355,papinien,,0142-01-01,0142-01-01,0212-01-01,0212-01-01,basnage,coutume,DU DOUAIRE.,CCCXCI. Meubles de la femme separée de biens à qui appartienent.,1
356,papinien,,0142-01-01,0142-01-01,0212-01-01,0212-01-01,basnage,coutume,DU DOUAIRE.,CCCXCIX. Doüaire propre aux enfans.,2
357,papinien,,0142-01-01,0142-01-01,0212-01-01,0212-01-01,basnage,coutume,DU DOUAIRE.,CCCXCV. Biens paraphernaux.,1
358,papinien,,0142-01-01,0142-01-01,0212-01-01,0212-01-01,basnage,coutume,"QUELLES CHOSES SONT CENSÉES MEUBLES, QUELLES CHOSES IMMEUBLES.",CCCCCVI. Ustensiles d ’ hôtel quand sont meubles.,3
359,papinien,,0142-01-01,0142-01-01,0212-01-01,0212-01-01,basnage,coutume,"QUELLES CHOSES SONT CENSÉES MEUBLES, QUELLES CHOSES IMMEUBLES.",CCCCCX. Deniers de fermages et arrerages de rentes foncieres et hypotheques.,1
360,papinien,,0142-01-01,0142-01-01,0212-01-01,0212-01-01,basnage,coutume,"QUELLES CHOSES SONT CENSÉES MEUBLES, QUELLES CHOSES IMMEUBLES.",CCCCCXIV. Office venal quand immeuble.,1
361,papinien,,0142-01-01,0142-01-01,0212-01-01,0212-01-01,basnage,coutume,TITRE DE JURISDICTION.,III.,1
362,papinien,,0142-01-01,0142-01-01,0212-01-01,0212-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",DE BRIEF DE MARIAGE ENCOMBRÉ.,V. C. XXXVIII.,1
363,papinien,,0142-01-01,0142-01-01,0212-01-01,0212-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.","DE DOVAIRE DE FEMMES, ET VEVFVAGE. des maris.",CCCLXXXII.,1
364,papinien,,0142-01-01,0142-01-01,0212-01-01,0212-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",DE PRESCRIPTIONS.,V. C. XXII.,1
365,papinien,,0142-01-01,0142-01-01,0212-01-01,0212-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",DE SVCCESSION EN PROPRE ET ANCIEN PATRIMOINE TANT EN ligne directe que collaterale.,CCLXXV.,1
366,papinien,,0142-01-01,0142-01-01,0212-01-01,0212-01-01,pesnelle,COUTUME DE NORMANDIE.,CHAPITRE VINGT-QUATRIEME. DE SERVITUDES.,DCXX.,1
367,paulus,"Paulus, Julius (01..-02..)",0100-01-01,0199-01-01,0200-01-01,0299-01-01,basnage,coutume,DE PRESCRIPTIONS.,"CCCCCXXIII. Faculté de toutefois et quantes, comment se prescrit.",5
368,paulus,"Paulus, Julius (01..-02..)",0100-01-01,0199-01-01,0200-01-01,0299-01-01,basnage,coutume,"DE SUCCESSION EN PROPRE AU BAILLIAGE DE CAUX, ET AUTRES LIEUX TENANS NATURE D ’ ICELUY.","CCXCVI. Dans quel temps, et par quel prix l ’ aîné peut retirer le tiers des puisnez.",1
369,paulus,"Paulus, Julius (01..-02..)",0100-01-01,0199-01-01,0200-01-01,0299-01-01,basnage,coutume,DE VARECH.,introduction,1
370,paulus,"Paulus, Julius (01..-02..)",0100-01-01,0199-01-01,0200-01-01,0299-01-01,basnage,coutume,DES TESTAMENS.,CCCCXII. Forme et solennité de Testament.,1
371,paulus,"Paulus, Julius (01..-02..)",0100-01-01,0199-01-01,0200-01-01,0299-01-01,basnage,coutume,DES TESTAMENS.,CCCCXIV. Quelles personnes peuvent tester de meuble et comment.,1
372,paulus,"Paulus, Julius (01..-02..)",0100-01-01,0199-01-01,0200-01-01,0299-01-01,basnage,coutume,DES TESTAMENS.,"CCCCXXII. Disposition par testament du tiers des acquests comment permise, à qui, et au profit de qui.",1
373,paulus,"Paulus, Julius (01..-02..)",0100-01-01,0199-01-01,0200-01-01,0299-01-01,basnage,coutume,DU DOUAIRE.,CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,5
374,paulus,"Paulus, Julius (01..-02..)",0100-01-01,0199-01-01,0200-01-01,0299-01-01,basnage,coutume,DU DOUAIRE.,CCCLXXVI. Privation de doüaire.,1
375,paulus,"Paulus, Julius (01..-02..)",0100-01-01,0199-01-01,0200-01-01,0299-01-01,basnage,coutume,DU DOUAIRE.,CCCXCIV. Renonciation de la femme à la succession du mary.,1
376,paulus,"Paulus, Julius (01..-02..)",0100-01-01,0199-01-01,0200-01-01,0299-01-01,basnage,coutume,TITRE DES EXECUTIONS. PAR DECRET,CCCCCXCII.,1
377,paulus,"Paulus, Julius (01..-02..)",0100-01-01,0199-01-01,0200-01-01,0299-01-01,pesnelle,COUTUME DE NORMANDIE.,CHAPITRE VINGTIEME. DES PRESCRIPTIONS.,DXXVII.,1
378,paulus,"Paulus, Julius (01..-02..)",0100-01-01,0199-01-01,0200-01-01,0299-01-01,terrien,"LIVRE DIXIEME, QVI, EST, DES IVGEMENS ET SENtences, et de l ’ execution tant d ’ icelles sentences, que de lettres obligatoires.",Des Commmissaires ce Seques triers establis au regime d ’ heritages. Chap. XI.,François premier 1530.,1
379,paulus,"Paulus, Julius (01..-02..)",0100-01-01,0199-01-01,0200-01-01,0299-01-01,terrien,"LIVRE DIXIEME, QVI, EST, DES IVGEMENS ET SENtences, et de l ’ execution tant d ’ icelles sentences, que de lettres obligatoires.","Des criees, et decrets d ’ héritage, encheres, cs estats desdits decrets. Chap. X.",Au Style.,1
380,paulus,"Paulus, Julius (01..-02..)",0100-01-01,0199-01-01,0200-01-01,0299-01-01,terrien,"LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels.","Comment on doit proceder contre les absens, es fuitifs. Chap. XXXIII.",François 1530.,1
381,paulus,"Paulus, Julius (01..-02..)",0100-01-01,0199-01-01,0200-01-01,0299-01-01,terrien,"LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels.","D ’ inquisition d ’ office de Iustice, ce du deuoir des Iuges. Chap. XXXI.",Au chapitre De Justicier.,3
382,paulus,"Paulus, Julius (01..-02..)",0100-01-01,0199-01-01,0200-01-01,0299-01-01,terrien,"LIVRE PREMIER QVI EST, DE LA IVSTICE ET DV droict des Normans.",De Droict et de Iustice. Chap. I.,La Coustume au premier chapitre.,1
383,paulus,"Paulus, Julius (01..-02..)",0100-01-01,0199-01-01,0200-01-01,0299-01-01,terrien,"LIVRE SECOND. QVI EST, DV DROICT ET Estat des personnes.","Des Euesques, Abbez, et autres personnes Ecclesiastiques, et Religieuses. Chap. VIII.",La cour de Parlement sur cest article.,1
384,paulus,"Paulus, Julius (01..-02..)",0100-01-01,0199-01-01,0200-01-01,0299-01-01,terrien,"LIVRE SECOND. QVI EST, DV DROICT ET Estat des personnes.",Des curateurs des prodigues et insensez Chap. VI.,synthese,1
385,paulus,"Paulus, Julius (01..-02..)",0100-01-01,0199-01-01,0200-01-01,0299-01-01,terrien,"LIVRE SEPTIEME, QVI EST, D ’ OBLIGATIONS et contracts.","De dettes, et de detteurs. Chap. III.","La Coustume au chapitre De querelle de dette, au chap. De pleges, et au chap. De derteurs.",1
386,pausanias,Pausanias (01..-01..),0100-01-01,0199-01-01,0100-01-01,0199-01-01,basnage,coutume,TITRE DE JURISDICTION.,III.,1
387,pausanias,Pausanias (01..-01..),0100-01-01,0199-01-01,0100-01-01,0199-01-01,terrien,"LIVRE QVATORZIEME QVI EST, DES EAVX, ET FORESTS.",De pasnage ou glandee Chap. 2.,Arrest des Iuges de la reformation des forests de Normandie donné sur le faict de la glandee des forests de Conches et Bretueil. 1534.,1
388,pelage,Pélage I (0500?-0561 ; pape),0500-01-01,0599-01-01,0600-01-01,0699-01-01,basnage,coutume,DE PATRONNAGE D ’ EGLISE.,introduction,1
389,philon,Philon d'Alexandrie (0030? av. J.-C.-0040?),-0030-01-01,-0030-01-01,0070-01-01,0070-01-01,basnage,coutume,DES SUCCESSIONS COLLATERALES AUX MEUBLES ET ACQUESTS.,"CCCXXV. L ’ ordre de succeder entre pere et mere, ayeul et ayeule à leurs décendans.",2
390,philon,Philon d'Alexandrie (0030? av. J.-C.-0040?),-0030-01-01,-0030-01-01,0070-01-01,0070-01-01,basnage,coutume,TITRE DE JURISDICTION.,introduction,1
391,platon,Platon (0427?-0348? av. J.-C.),-0427-01-01,-0427-01-01,-0348-01-01,-0348-01-01,basnage,coutume,DE SUCCESSIONS EN PROPRE,CCXLI. Succession directe ne remonte tant qu ’ il y a décendans.,1
392,platon,Platon (0427?-0348? av. J.-C.),-0427-01-01,-0427-01-01,-0348-01-01,-0348-01-01,basnage,coutume,DES FIEFS ET DROITS FEODAUX,CCX. Nouvelle construction de pescherie et moulin.,1
393,platon,Platon (0427?-0348? av. J.-C.),-0427-01-01,-0427-01-01,-0348-01-01,-0348-01-01,basnage,coutume,DES TESTAMENS.,introduction,1
394,platon,Platon (0427?-0348? av. J.-C.),-0427-01-01,-0427-01-01,-0348-01-01,-0348-01-01,basnage,coutume,DU DOUAIRE.,CCCCVIII. Remplacement du propre quand est reputé conquests.,1
395,platon,Platon (0427?-0348? av. J.-C.),-0427-01-01,-0427-01-01,-0348-01-01,-0348-01-01,basnage,coutume,DU DOUAIRE.,CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,6
396,platon,Platon (0427?-0348? av. J.-C.),-0427-01-01,-0427-01-01,-0348-01-01,-0348-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",CHAPITRE DE GARDES.,CCXXVII.,1
397,platon,Platon (0427?-0348? av. J.-C.),-0427-01-01,-0427-01-01,-0348-01-01,-0348-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",CHAPITRE DES FIEFS ET DROITS FEODAVX.,CCIX.,1
398,platon,Platon (0427?-0348? av. J.-C.),-0427-01-01,-0427-01-01,-0348-01-01,-0348-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",CHAPITRE DES FIEFS ET DROITS FEODAVX.,CLXX.,1
399,platon,Platon (0427?-0348? av. J.-C.),-0427-01-01,-0427-01-01,-0348-01-01,-0348-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",DE SVCCESSION EN PROPRE ET ANCIEN PATRIMOINE TANT EN ligne directe que collaterale.,CCXXXVII.,1
400,platon,Platon (0427?-0348? av. J.-C.),-0427-01-01,-0427-01-01,-0348-01-01,-0348-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",DE TESTAMENS.,CCCCXII.,1
401,platon,Platon (0427?-0348? av. J.-C.),-0427-01-01,-0427-01-01,-0348-01-01,-0348-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",DE TESTAMENS.,CCCCXXII.,1
402,platon,Platon (0427?-0348? av. J.-C.),-0427-01-01,-0427-01-01,-0348-01-01,-0348-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",TITRE DE JURISDICTION.,XXXII.,1
403,platon,Platon (0427?-0348? av. J.-C.),-0427-01-01,-0427-01-01,-0348-01-01,-0348-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",TITRE DE JURISDICTION.,XXXVIII.,1
404,platon,Platon (0427?-0348? av. J.-C.),-0427-01-01,-0427-01-01,-0348-01-01,-0348-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",TITRE DE JURISDICTION.,introduction,1
405,platon,Platon (0427?-0348? av. J.-C.),-0427-01-01,-0427-01-01,-0348-01-01,-0348-01-01,terrien,"LIVRE QVATRIEME. QVI EST DES DROICTS ET DEMAIne du Roy, et de la chose publique.",Des Festins et Banquets. Chap. XXIII.,"Ledit Charles ix, audit an 1563.",1
406,platon,Platon (0427?-0348? av. J.-C.),-0427-01-01,-0427-01-01,-0348-01-01,-0348-01-01,terrien,"LIVRE QVATRIEME. QVI EST DES DROICTS ET DEMAIne du Roy, et de la chose publique.",Des pauures et mandiens valides. Chap. XXVII.,Henry 1556.,1
407,platon,Platon (0427?-0348? av. J.-C.),-0427-01-01,-0427-01-01,-0348-01-01,-0348-01-01,terrien,LIVRE TROISIESME QVI EST DES MAGISTRATS ET officiers ordinaires de la Iustice.,Des Officiers en general. Chap. III.,Charles vij.,1
408,plaute,Plaute (0254-0184 av. J.-C.),-0254-01-01,-0254-01-01,-0184-01-01,-0184-01-01,basnage,coutume,DE BREF DE MARIAGE ENCOMBRÉ.,introduction,1
409,plaute,Plaute (0254-0184 av. J.-C.),-0254-01-01,-0254-01-01,-0184-01-01,-0184-01-01,basnage,coutume,DE SUCCESSIONS EN PROPRE,CCXXXV. Temps et acte de l ’ adition d ’ heredité.,1
410,plaute,Plaute (0254-0184 av. J.-C.),-0254-01-01,-0254-01-01,-0184-01-01,-0184-01-01,basnage,coutume,DES FIEFS ET DROITS FEODAUX,CCX. Nouvelle construction de pescherie et moulin.,1
411,plaute,Plaute (0254-0184 av. J.-C.),-0254-01-01,-0254-01-01,-0184-01-01,-0184-01-01,basnage,coutume,DU DOUAIRE.,CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,1
412,plaute,Plaute (0254-0184 av. J.-C.),-0254-01-01,-0254-01-01,-0184-01-01,-0184-01-01,basnage,coutume,DU DOUAIRE.,CCCLXXIV. Doüaire prefix.,2
413,plaute,Plaute (0254-0184 av. J.-C.),-0254-01-01,-0254-01-01,-0184-01-01,-0184-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.","DE DOVAIRE DE FEMMES, ET VEVFVAGE. des maris.",CCCXXCI.,1
414,plaute,Plaute (0254-0184 av. J.-C.),-0254-01-01,-0254-01-01,-0184-01-01,-0184-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",DE HARO.,introduction,1
415,plaute,Plaute (0254-0184 av. J.-C.),-0254-01-01,-0254-01-01,-0184-01-01,-0184-01-01,terrien,"LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels.",De rapt. Chap. XIIII.,introduction,1
416,pline,Pline le Jeune (0061?-0114?),0061-01-01,0061-01-01,0114-01-01,0114-01-01,basnage,coutume,DES FIEFS ET DROITS FEODAUX,CCX. Nouvelle construction de pescherie et moulin.,1
417,pline,Pline le Jeune (0061?-0114?),0061-01-01,0061-01-01,0114-01-01,0114-01-01,basnage,coutume,DES FIEFS ET DROITS FEODAUX,CXLIII. Droit de confiscation à qui appartient et en quel cas écheoit.,2
418,pline,Pline le Jeune (0061?-0114?),0061-01-01,0061-01-01,0114-01-01,0114-01-01,basnage,coutume,DU DOUAIRE.,CCCLXXV. Charge du doüaire.,1
419,pline,Pline le Jeune (0061?-0114?),0061-01-01,0061-01-01,0114-01-01,0114-01-01,basnage,coutume,DU DOUAIRE.,CCCLXXXVII.,1
420,pline,Pline le Jeune (0061?-0114?),0061-01-01,0061-01-01,0114-01-01,0114-01-01,basnage,coutume,TITRE DE JURISDICTION.,introduction,1
421,pline,Pline le Jeune (0061?-0114?),0061-01-01,0061-01-01,0114-01-01,0114-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",DE BANON ET DEFENS.,LXXXIIII.,1
422,pline,Pline le Jeune (0061?-0114?),0061-01-01,0061-01-01,0114-01-01,0114-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.","DE DOVAIRE DE FEMMES, ET VEVFVAGE. des maris.",CCCLXXXII.,3
423,pline,Pline le Jeune (0061?-0114?),0061-01-01,0061-01-01,0114-01-01,0114-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",DE SVCCESSION EN PROPRE ET ANCIEN PATRIMOINE TANT EN ligne directe que collaterale.,CCXXXV.,1
424,pline,Pline le Jeune (0061?-0114?),0061-01-01,0061-01-01,0114-01-01,0114-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",DE VARECH.,introduction,1
425,pline,Pline le Jeune (0061?-0114?),0061-01-01,0061-01-01,0114-01-01,0114-01-01,terrien,"LIVRE CINQVIEME, QVI EST, DE LA DIFFERENCE DES biens, de teneures et droicts seigneuriaux.","De Varech, et choses gayues. : Chap. XI.",La Coustume.,1
426,pline,Pline le Jeune (0061?-0114?),0061-01-01,0061-01-01,0114-01-01,0114-01-01,terrien,"LIVRE DIXIEME, QVI, EST, DES IVGEMENS ET SENtences, et de l ’ execution tant d ’ icelles sentences, que de lettres obligatoires.",Des fentences et forme de iuger. Chap. I.,Ladite Coustume.,1
427,pline,Pline le Jeune (0061?-0114?),0061-01-01,0061-01-01,0114-01-01,0114-01-01,terrien,"LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels.",Des chasses. Chap. XLV.,Ledit François 1533.,3
428,pline,Pline le Jeune (0061?-0114?),0061-01-01,0061-01-01,0114-01-01,0114-01-01,terrien,"LIVRE PREMIER QVI EST, DE LA IVSTICE ET DV droict des Normans.",De Droict et de Iustice. Chap. I.,La Coustume au premier chapitre.,2
429,pline,Pline le Jeune (0061?-0114?),0061-01-01,0061-01-01,0114-01-01,0114-01-01,terrien,"LIVRE QVATORZIEME QVI EST, DES EAVX, ET FORESTS.",De pasnage ou glandee Chap. 2.,Arrest des Iuges de la reformation des forests de Normandie donné sur le faict de la glandee des forests de Conches et Bretueil. 1534.,2
430,pline,Pline le Jeune (0061?-0114?),0061-01-01,0061-01-01,0114-01-01,0114-01-01,terrien,"LIVRE QVATORZIEME QVI EST, DES EAVX, ET FORESTS.","Des tuentes de bois qui se font és forests du Roy, é des marchans dicelles, Chap. VIII.",Ledit François 1516.,1
431,pline,Pline le Jeune (0061?-0114?),0061-01-01,0061-01-01,0114-01-01,0114-01-01,terrien,"LIVRE QVATRIEME. QVI EST DES DROICTS ET DEMAIne du Roy, et de la chose publique.","De Banon, et Deffens. Chap. XII.",La Coustume.,3
432,plutarque,Plutarque (0046?-0120?),0046-01-01,0046-01-01,0120-01-01,0120-01-01,basnage,coutume,DE SERVITUDES.,DCVIII.,1
433,plutarque,Plutarque (0046?-0120?),0046-01-01,0046-01-01,0120-01-01,0120-01-01,basnage,coutume,DE SUCCESSIONS EN PROPRE,CCXXXV. Temps et acte de l ’ adition d ’ heredité.,1
434,plutarque,Plutarque (0046?-0120?),0046-01-01,0046-01-01,0120-01-01,0120-01-01,basnage,coutume,DU DOUAIRE.,CCCLXXXVII.,1
435,plutarque,Plutarque (0046?-0120?),0046-01-01,0046-01-01,0120-01-01,0120-01-01,berault,<front>,AVANT-PROPOS AU LECTEUR,,1
436,plutarque,Plutarque (0046?-0120?),0046-01-01,0046-01-01,0120-01-01,0120-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",CHAPITRE DES FIEFS ET DROITS FEODAVX.,CVII.,1
437,plutarque,Plutarque (0046?-0120?),0046-01-01,0046-01-01,0120-01-01,0120-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",CHAPITRE DES FIEFS ET DROITS FEODAVX.,CXXIIII.,2
438,plutarque,Plutarque (0046?-0120?),0046-01-01,0046-01-01,0120-01-01,0120-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",CHAPITRE DES FIEFS ET DROITS FEODAVX.,CXXVI.,1
439,plutarque,Plutarque (0046?-0120?),0046-01-01,0046-01-01,0120-01-01,0120-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",DE BANON ET DEFENS.,LXXXII.,1
440,plutarque,Plutarque (0046?-0120?),0046-01-01,0046-01-01,0120-01-01,0120-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",DE DONATIONS.,CCCCXXXIIII.,1
441,plutarque,Plutarque (0046?-0120?),0046-01-01,0046-01-01,0120-01-01,0120-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.","DE DOVAIRE DE FEMMES, ET VEVFVAGE. des maris.",CCCLXXVII.,1
442,plutarque,Plutarque (0046?-0120?),0046-01-01,0046-01-01,0120-01-01,0120-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",DE SERVITVDES.,VI. C. VIII.,1
443,plutarque,Plutarque (0046?-0120?),0046-01-01,0046-01-01,0120-01-01,0120-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",DE SVCCESSION EN PROPRE ET ANCIEN PATRIMOINE TANT EN ligne directe que collaterale.,CCL.,1
444,plutarque,Plutarque (0046?-0120?),0046-01-01,0046-01-01,0120-01-01,0120-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",DE TESTAMENS.,CCCCXII.,1
445,plutarque,Plutarque (0046?-0120?),0046-01-01,0046-01-01,0120-01-01,0120-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",TITRE DE JURISDICTION.,XII.,1
446,plutarque,Plutarque (0046?-0120?),0046-01-01,0046-01-01,0120-01-01,0120-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",TITRE DE JURISDICTION.,XX.,1
447,plutarque,Plutarque (0046?-0120?),0046-01-01,0046-01-01,0120-01-01,0120-01-01,berault,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY.",TITRE DE JURISDICTION.,XXXVIII.,2
448,plutarque,Plutarque (0046?-0120?),0046-01-01,0046-01-01,0120-01-01,0120-01-01,pesnelle,COUTUME DE NORMANDIE.,Premiere Partie du Douaire.,introduction,1
449,plutarque,Plutarque (0046?-0120?),0046-01-01,0046-01-01,0120-01-01,0120-01-01,terrien,"LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels.",Des chasses. Chap. XLV.,Ledit François 1533.,2
450,plutarque,Plutarque (0046?-0120?),0046-01-01,0046-01-01,0120-01-01,0120-01-01,terrien,"LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels.","Des plaintes et accusations, cs de clameur de Haro en cas de crime. Chap. XVIII.",Au chapitre De suite d ’ assaut.,1
451,plutarque,Plutarque (0046?-0120?),0046-01-01,0046-01-01,0120-01-01,0120-01-01,terrien,"LIVRE NEVFIEME, QVI EST, DE L ’ ORDRE ET STYLE de proceder és Cours inferieures. Et premièrement és matieres ciuiles, et en première instance.","De preuue qui se fait par enqueste, veuë cs ostension de lieux, Chap. XXXIII.",Ladite Coustume.,1
452,plutarque,Plutarque (0046?-0120?),0046-01-01,0046-01-01,0120-01-01,0120-01-01,terrien,"LIVRE ONZIEME, QVI EST, D ’ APPELLATIONS ET DOleances en matieres ciuiles, à sortir deuant les Iuges suiets à la Cour.",Aucun titre.,François premier 1540.,1
453,plutarque,Plutarque (0046?-0120?),0046-01-01,0046-01-01,0120-01-01,0120-01-01,terrien,"LIVRE PREMIER QVI EST, DE LA IVSTICE ET DV droict des Normans.",De Droict et de Iustice. Chap. I.,La Coustume au chapitre De Justice.,1
