ID,Auteur,Naissance (min),Naissance (max),Mort (min),Mort (max),Témoin,size,Localisation,Thème
philon,Philon d'Alexandrie (0030? av. J.-C.-0040?),-30,-30,70,70,1678 - Basnage,2,"coutume > DES SUCCESSIONS COLLATERALES AUX MEUBLES ET ACQUESTS. > CCCXXV. L ’ ordre de succeder entre pere et mere, ayeul et ayeule à leurs décendans.",successions
philon,Philon d'Alexandrie (0030? av. J.-C.-0040?),-30,-30,70,70,1678 - Basnage,1,coutume > TITRE DE JURISDICTION. > introduction,justice
platon,Platon (0427?-0348? av. J.-C.),-427,-427,-348,-348,1678 - Basnage,1,coutume > DE SUCCESSIONS EN PROPRE > CCXLI. Succession directe ne remonte tant qu ’ il y a décendans.,successions
platon,Platon (0427?-0348? av. J.-C.),-427,-427,-348,-348,1678 - Basnage,1,coutume > DES FIEFS ET DROITS FEODAUX > CCX. Nouvelle construction de pescherie et moulin.,société
platon,Platon (0427?-0348? av. J.-C.),-427,-427,-348,-348,1678 - Basnage,1,coutume > DES TESTAMENS. > introduction,successions
platon,Platon (0427?-0348? av. J.-C.),-427,-427,-348,-348,1678 - Basnage,1,coutume > DU DOUAIRE. > CCCCVIII. Remplacement du propre quand est reputé conquests.,douaire
platon,Platon (0427?-0348? av. J.-C.),-427,-427,-348,-348,1678 - Basnage,6,coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
platon,Platon (0427?-0348? av. J.-C.),-427,-427,-348,-348,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > CHAPITRE DE GARDES. > CCXXVII.",justice
platon,Platon (0427?-0348? av. J.-C.),-427,-427,-348,-348,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > CHAPITRE DES FIEFS ET DROITS FEODAVX. > CCIX.",société
platon,Platon (0427?-0348? av. J.-C.),-427,-427,-348,-348,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > CHAPITRE DES FIEFS ET DROITS FEODAVX. > CLXX.",société
platon,Platon (0427?-0348? av. J.-C.),-427,-427,-348,-348,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > DE SVCCESSION EN PROPRE ET ANCIEN PATRIMOINE TANT EN ligne directe que collaterale. > CCXXXVII.",successions
platon,Platon (0427?-0348? av. J.-C.),-427,-427,-348,-348,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > DE TESTAMENS. > CCCCXII.",successions
platon,Platon (0427?-0348? av. J.-C.),-427,-427,-348,-348,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > DE TESTAMENS. > CCCCXXII.",successions
platon,Platon (0427?-0348? av. J.-C.),-427,-427,-348,-348,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > TITRE DE JURISDICTION. > XXXII.",justice
platon,Platon (0427?-0348? av. J.-C.),-427,-427,-348,-348,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > TITRE DE JURISDICTION. > XXXVIII.",justice
platon,Platon (0427?-0348? av. J.-C.),-427,-427,-348,-348,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > TITRE DE JURISDICTION. > introduction",justice
platon,Platon (0427?-0348? av. J.-C.),-427,-427,-348,-348,1578 - Terrien,1,"LIVRE QVATRIEME. QVI EST DES DROICTS ET DEMAIne du Roy, et de la chose publique. > Des Festins et Banquets. Chap. XXIII. > Ledit Charles ix, audit an 1563.",société
platon,Platon (0427?-0348? av. J.-C.),-427,-427,-348,-348,1578 - Terrien,1,"LIVRE QVATRIEME. QVI EST DES DROICTS ET DEMAIne du Roy, et de la chose publique. > Des pauures et mandiens valides. Chap. XXVII. > Henry 1556.",société
platon,Platon (0427?-0348? av. J.-C.),-427,-427,-348,-348,1578 - Terrien,1,LIVRE TROISIESME QVI EST DES MAGISTRATS ET officiers ordinaires de la Iustice. > Des Officiers en general. Chap. III. > Charles vij.,société
plaute,Plaute (0254-0184 av. J.-C.),-254,-254,-184,-184,1678 - Basnage,1,coutume > DE BREF DE MARIAGE ENCOMBRÉ. > introduction,mariage
plaute,Plaute (0254-0184 av. J.-C.),-254,-254,-184,-184,1678 - Basnage,1,coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
plaute,Plaute (0254-0184 av. J.-C.),-254,-254,-184,-184,1678 - Basnage,1,coutume > DES FIEFS ET DROITS FEODAUX > CCX. Nouvelle construction de pescherie et moulin.,société
plaute,Plaute (0254-0184 av. J.-C.),-254,-254,-184,-184,1678 - Basnage,1,coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
plaute,Plaute (0254-0184 av. J.-C.),-254,-254,-184,-184,1678 - Basnage,2,coutume > DU DOUAIRE. > CCCLXXIV. Doüaire prefix.,douaire
plaute,Plaute (0254-0184 av. J.-C.),-254,-254,-184,-184,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > DE DOVAIRE DE FEMMES, ET VEVFVAGE. des maris. > CCCXXCI.",douaire
plaute,Plaute (0254-0184 av. J.-C.),-254,-254,-184,-184,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > DE HARO. > introduction",justice
plaute,Plaute (0254-0184 av. J.-C.),-254,-254,-184,-184,1578 - Terrien,1,"LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels. > De rapt. Chap. XIIII. > introduction",justice
pline,Pline le Jeune (0061?-0114?),61,61,114,114,1678 - Basnage,1,coutume > DES FIEFS ET DROITS FEODAUX > CCX. Nouvelle construction de pescherie et moulin.,société
pline,Pline le Jeune (0061?-0114?),61,61,114,114,1678 - Basnage,2,coutume > DES FIEFS ET DROITS FEODAUX > CXLIII. Droit de confiscation à qui appartient et en quel cas écheoit.,société
pline,Pline le Jeune (0061?-0114?),61,61,114,114,1678 - Basnage,1,coutume > DU DOUAIRE. > CCCLXXV. Charge du doüaire.,douaire
pline,Pline le Jeune (0061?-0114?),61,61,114,114,1678 - Basnage,1,coutume > DU DOUAIRE. > CCCLXXXVII.,douaire
pline,Pline le Jeune (0061?-0114?),61,61,114,114,1678 - Basnage,1,coutume > TITRE DE JURISDICTION. > introduction,justice
pline,Pline le Jeune (0061?-0114?),61,61,114,114,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > DE BANON ET DEFENS. > LXXXIIII.",propriété
pline,Pline le Jeune (0061?-0114?),61,61,114,114,1614 - Bérault,3,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > DE DOVAIRE DE FEMMES, ET VEVFVAGE. des maris. > CCCLXXXII.",douaire
pline,Pline le Jeune (0061?-0114?),61,61,114,114,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > DE SVCCESSION EN PROPRE ET ANCIEN PATRIMOINE TANT EN ligne directe que collaterale. > CCXXXV.",successions
pline,Pline le Jeune (0061?-0114?),61,61,114,114,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > DE VARECH. > introduction",propriété
pline,Pline le Jeune (0061?-0114?),61,61,114,114,1578 - Terrien,1,"LIVRE CINQVIEME, QVI EST, DE LA DIFFERENCE DES biens, de teneures et droicts seigneuriaux. > De Varech, et choses gayues. : Chap. XI. > La Coustume.",société
pline,Pline le Jeune (0061?-0114?),61,61,114,114,1578 - Terrien,1,"LIVRE DIXIEME, QVI, EST, DES IVGEMENS ET SENtences, et de l ’ execution tant d ’ icelles sentences, que de lettres obligatoires. > Des fentences et forme de iuger. Chap. I. > Ladite Coustume.",justice
pline,Pline le Jeune (0061?-0114?),61,61,114,114,1578 - Terrien,3,"LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels. > Des chasses. Chap. XLV. > Ledit François 1533.",justice
pline,Pline le Jeune (0061?-0114?),61,61,114,114,1578 - Terrien,2,"LIVRE PREMIER QVI EST, DE LA IVSTICE ET DV droict des Normans. > De Droict et de Iustice. Chap. I. > La Coustume au premier chapitre.",société
pline,Pline le Jeune (0061?-0114?),61,61,114,114,1578 - Terrien,2,"LIVRE QVATORZIEME QVI EST, DES EAVX, ET FORESTS. > De pasnage ou glandee Chap. 2. > Arrest des Iuges de la reformation des forests de Normandie donné sur le faict de la glandee des forests de Conches et Bretueil. 1534.",justice
pline,Pline le Jeune (0061?-0114?),61,61,114,114,1578 - Terrien,1,"LIVRE QVATORZIEME QVI EST, DES EAVX, ET FORESTS. > Des tuentes de bois qui se font és forests du Roy, é des marchans dicelles, Chap. VIII. > Ledit François 1516.",société
pline,Pline le Jeune (0061?-0114?),61,61,114,114,1578 - Terrien,3,"LIVRE QVATRIEME. QVI EST DES DROICTS ET DEMAIne du Roy, et de la chose publique. > De Banon, et Deffens. Chap. XII. > La Coustume.",société
plutarque,Plutarque (0046?-0120?),46,46,120,120,1678 - Basnage,1,coutume > DE SERVITUDES. > DCVIII.,successions
plutarque,Plutarque (0046?-0120?),46,46,120,120,1678 - Basnage,1,coutume > DE SUCCESSIONS EN PROPRE > CCXXXV. Temps et acte de l ’ adition d ’ heredité.,successions
plutarque,Plutarque (0046?-0120?),46,46,120,120,1678 - Basnage,1,coutume > DU DOUAIRE. > CCCLXXXVII.,douaire
plutarque,Plutarque (0046?-0120?),46,46,120,120,1614 - Bérault,1,<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
plutarque,Plutarque (0046?-0120?),46,46,120,120,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > CHAPITRE DES FIEFS ET DROITS FEODAVX. > CVII.",société
plutarque,Plutarque (0046?-0120?),46,46,120,120,1614 - Bérault,2,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > CHAPITRE DES FIEFS ET DROITS FEODAVX. > CXXIIII.",société
plutarque,Plutarque (0046?-0120?),46,46,120,120,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > CHAPITRE DES FIEFS ET DROITS FEODAVX. > CXXVI.",société
plutarque,Plutarque (0046?-0120?),46,46,120,120,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > DE BANON ET DEFENS. > LXXXII.",propriété
plutarque,Plutarque (0046?-0120?),46,46,120,120,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > DE DONATIONS. > CCCCXXXIIII.",successions
plutarque,Plutarque (0046?-0120?),46,46,120,120,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > DE DOVAIRE DE FEMMES, ET VEVFVAGE. des maris. > CCCLXXVII.",douaire
plutarque,Plutarque (0046?-0120?),46,46,120,120,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > DE SERVITVDES. > VI. C. VIII.",successions
plutarque,Plutarque (0046?-0120?),46,46,120,120,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > DE SVCCESSION EN PROPRE ET ANCIEN PATRIMOINE TANT EN ligne directe que collaterale. > CCL.",successions
plutarque,Plutarque (0046?-0120?),46,46,120,120,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > DE TESTAMENS. > CCCCXII.",successions
plutarque,Plutarque (0046?-0120?),46,46,120,120,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > TITRE DE JURISDICTION. > XII.",justice
plutarque,Plutarque (0046?-0120?),46,46,120,120,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > TITRE DE JURISDICTION. > XX.",justice
plutarque,Plutarque (0046?-0120?),46,46,120,120,1614 - Bérault,2,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > TITRE DE JURISDICTION. > XXXVIII.",justice
plutarque,Plutarque (0046?-0120?),46,46,120,120,1771 - Pesnelle,1,COUTUME DE NORMANDIE. > Premiere Partie du Douaire. > introduction,douaire
plutarque,Plutarque (0046?-0120?),46,46,120,120,1578 - Terrien,2,"LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels. > Des chasses. Chap. XLV. > Ledit François 1533.",justice
plutarque,Plutarque (0046?-0120?),46,46,120,120,1578 - Terrien,1,"LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels. > Des plaintes et accusations, cs de clameur de Haro en cas de crime. Chap. XVIII. > Au chapitre De suite d ’ assaut.",justice
plutarque,Plutarque (0046?-0120?),46,46,120,120,1578 - Terrien,1,"LIVRE NEVFIEME, QVI EST, DE L ’ ORDRE ET STYLE de proceder és Cours inferieures. Et premièrement és matieres ciuiles, et en première instance. > De preuue qui se fait par enqueste, veuë cs ostension de lieux, Chap. XXXIII. > Ladite Coustume.",justice
plutarque,Plutarque (0046?-0120?),46,46,120,120,1578 - Terrien,1,"LIVRE ONZIEME, QVI EST, D ’ APPELLATIONS ET DOleances en matieres ciuiles, à sortir deuant les Iuges suiets à la Cour. > Aucun titre. > François premier 1540.",justice
plutarque,Plutarque (0046?-0120?),46,46,120,120,1578 - Terrien,1,"LIVRE PREMIER QVI EST, DE LA IVSTICE ET DV droict des Normans. > De Droict et de Iustice. Chap. I. > La Coustume au chapitre De Justice.",société
plutarque,Plutarque (0046?-0120?),46,46,120,120,1578 - Terrien,1,"LIVRE PREMIER QVI EST, DE LA IVSTICE ET DV droict des Normans. > De Droict et de Iustice. Chap. I. > La Coustume au premier chapitre.",société
plutarque,Plutarque (0046?-0120?),46,46,120,120,1578 - Terrien,1,"LIVRE QVATRIEME. QVI EST DES DROICTS ET DEMAIne du Roy, et de la chose publique. > De n ’ acheter blez ailleurs qu ’ aux marchez publiques, et des traites desdits blez, Chap. XVI. > François 1531. et 1534.",société
pompeius,Pompée (0075-0035 av. J.-C.),-75,-75,-35,-35,1678 - Basnage,1,coutume > DE SERVITUDES. > DCVIII.,successions
pomponius,pomponius,100,199,100,199,1578 - Terrien,1,"LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels. > D ’ inquisition d ’ office de Iustice, ce du deuoir des Iuges. Chap. XXXI. > Au chapitre De Justicier.",justice
quintilien,Quintilien (0030?-0100?),30,30,100,100,1678 - Basnage,1,coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
quintilien,Quintilien (0030?-0100?),30,30,100,100,1678 - Basnage,1,coutume > DU DOUAIRE. > CCCLXXXVIII. Contre-lettres et preuves outre le traité.,douaire
quintilien,Quintilien (0030?-0100?),30,30,100,100,1678 - Basnage,1,coutume > TITRE DE JURISDICTION. > introduction,justice
quintilien,Quintilien (0030?-0100?),30,30,100,100,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > TITRE DE JURISDICTION. > XXIII.",justice
quintilien,Quintilien (0030?-0100?),30,30,100,100,1578 - Terrien,1,"LIVRE PREMIER QVI EST, DE LA IVSTICE ET DV droict des Normans. > De Droict et de Iustice. Chap. I. > La Coustume au premier chapitre.",société
s-germain,s-germain,490,499,590,599,1678 - Basnage,1,coutume > DE SUCCESSIONS EN PROPRE > CCXLV. Distinction du paternel avec le maternel.,successions
s-germain,s-germain,490,499,590,599,1678 - Basnage,1,coutume > TITRE DE JURISDICTION. > XIII.,justice
s-paul,s-paul,1,99,1,99,1678 - Basnage,1,coutume > DES FIEFS ET DROITS FEODAUX > CLXXI. Le fief vendu doit relief et treixième.,société
s-paul,s-paul,1,99,1,99,1678 - Basnage,5,coutume > DU DOUAIRE. > CCCLXXVII.,douaire
s-paul,s-paul,1,99,1,99,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > CHAPITRE DE GARDES. > CCXXVII.",justice
s-paul,s-paul,1,99,1,99,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > DE DOVAIRE DE FEMMES, ET VEVFVAGE. des maris. > CCCLXXVII.",douaire
s-paul,s-paul,1,99,1,99,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > DE SVCCESSION EN PROPRE ET ANCIEN PATRIMOINE TANT EN ligne directe que collaterale. > CCLXXV.",successions
s-paul,s-paul,1,99,1,99,1771 - Pesnelle,1,COUTUME DE NORMANDIE. > CHAPITRE SEIZIEME. DES TESTAMENS. > CCCCXVIII.,successions
s-paul,s-paul,1,99,1,99,1578 - Terrien,1,"LIVRE HVITIEME, QVI EST, D ’ ACTIONS, QVERELLES, ou clameurs. > De patronnage d ’ eglise. Chap. XVII. > La charte au Roy Philippe, qui fut faite à Listebonnes escrite en la Coustume.",société
s-paul,s-paul,1,99,1,99,1578 - Terrien,2,"LIVRE PREMIER QVI EST, DE LA IVSTICE ET DV droict des Normans. > De Droict et de Iustice. Chap. I. > La Coustume au premier chapitre.",société
s-paul,s-paul,1,99,1,99,1578 - Terrien,1,"LIVRE QVATRIEME. QVI EST DES DROICTS ET DEMAIne du Roy, et de la chose publique. > Des pauures et mandiens valides. Chap. XXVII. > Henry 1556.",société
s-paul,s-paul,1,99,1,99,1578 - Terrien,1,"LIVRE SECOND. QVI EST, DV DROICT ET Estat des personnes. > Du mari et de la femme, Chap. I. > La Coustume aux chapitres de monneage, et de bref de mariage encombre.",société
saluste,Salluste (0086-0035 av. J.-C.),-86,-86,-35,-35,1678 - Basnage,1,"coutume > DE SUCCESSIONS EN PROPRE > CCXXXVII. L ’ aîné est tuteur naturel et legitime des puisnez, et comment joüit de la succession.",successions
saluste,Salluste (0086-0035 av. J.-C.),-86,-86,-35,-35,1678 - Basnage,2,coutume > DES FIEFS ET DROITS FEODAUX > CXLII. Que peut demander celuy qui a fait don de son bien à l ’ Eglise.,société
saluste,Salluste (0086-0035 av. J.-C.),-86,-86,-35,-35,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > TITRE DE JURISDICTION. > XXXVIII.",justice
salvian,Salvien (0390?-0484?),390,390,484,484,1678 - Basnage,1,"coutume > DES DONATIONS. > CCCCXXXI. Quelles personnes peuvent donner entre vifs, quoy, et à qui.",successions
salvian,Salvien (0390?-0484?),390,390,484,484,1678 - Basnage,1,coutume > TITRE DE JURISDICTION. > III.,justice
salvian,Salvien (0390?-0484?),390,390,484,484,1678 - Basnage,1,coutume > TITRE DE JURISDICTION. > XXXI.,justice
scipion,Scipion l'Africain (0235-0183 av. J.-C.),-235,-235,-183,-183,1678 - Basnage,1,coutume > DES FIEFS ET DROITS FEODAUX > CXLIV. Confiscation pour crime de leze-Majeste.,société
scipion,Scipion l'Africain (0235-0183 av. J.-C.),-235,-235,-183,-183,1678 - Basnage,1,coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
scipion,Scipion l'Africain (0235-0183 av. J.-C.),-235,-235,-183,-183,1678 - Basnage,1,coutume > TITRE DE JURISDICTION. > XII.,justice
scipion,Scipion l'Africain (0235-0183 av. J.-C.),-235,-235,-183,-183,1678 - Basnage,1,coutume > TITRE DE JURISDICTION. > introduction,justice
seneca,Sénèque (0004 av. J.-C.-0065),-4,-4,65,65,1678 - Basnage,1,coutume > DE HARO. > introduction,justice
seneca,Sénèque (0004 av. J.-C.-0065),-4,-4,65,65,1678 - Basnage,1,coutume > DE SUCCESSIONS EN PROPRE > CCXLV. Distinction du paternel avec le maternel.,successions
seneca,Sénèque (0004 av. J.-C.-0065),-4,-4,65,65,1678 - Basnage,1,coutume > DES FIEFS ET DROITS FEODAUX > CCX. Nouvelle construction de pescherie et moulin.,société
seneca,Sénèque (0004 av. J.-C.-0065),-4,-4,65,65,1678 - Basnage,1,coutume > DES FIEFS ET DROITS FEODAUX > CXLIX.,société
seneca,Sénèque (0004 av. J.-C.-0065),-4,-4,65,65,1678 - Basnage,1,"coutume > DES SUCCESSIONS COLLATERALES AUX MEUBLES ET ACQUESTS. > CCCXXV. L ’ ordre de succeder entre pere et mere, ayeul et ayeule à leurs décendans.",successions
seneca,Sénèque (0004 av. J.-C.-0065),-4,-4,65,65,1678 - Basnage,1,coutume > DU DOUAIRE. > CCCLXXVII.,douaire
seneca,Sénèque (0004 av. J.-C.-0065),-4,-4,65,65,1678 - Basnage,1,"coutume > QUELLES CHOSES SONT CENSÉES MEUBLES, QUELLES CHOSES IMMEUBLES. > CCCCCXX. Poisson comment meuble ou immeuble.",propriété
seneca,Sénèque (0004 av. J.-C.-0065),-4,-4,65,65,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > CHAPITRE DES FIEFS ET DROITS FEODAVX. > CXLIX.",société
seneca,Sénèque (0004 av. J.-C.-0065),-4,-4,65,65,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > TITRE DE JURISDICTION. > XLIX.",justice
seneca,Sénèque (0004 av. J.-C.-0065),-4,-4,65,65,1731 - Merville,1,"DECISIONS SUR CHAQUE ARTICLE DE LA COUTUME DE NORMANDIE. > TITRE XI. DE SUCCESSION EN PROPRE & ancien Patrimoine, tant en ligne directe que collaterale. > ARTICLE CCLXXV.",successions
seneca,Sénèque (0004 av. J.-C.-0065),-4,-4,65,65,1731 - Merville,1,DECISIONS SUR CHAQUE ARTICLE DE LA COUTUME DE NORMANDIE. > TITRE XIV. DE PARTAGE D ’ HERITAGE. > ARTICLE CCCLII.,successions
seneca,Sénèque (0004 av. J.-C.-0065),-4,-4,65,65,1771 - Pesnelle,1,COUTUME DE NORMANDIE. > CHAPITRE VINGTIEME. DES PRESCRIPTIONS. > DXXX.,propriété
seneca,Sénèque (0004 av. J.-C.-0065),-4,-4,65,65,1578 - Terrien,1,"LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels. > De forfaiture de confiscation et biens, Chap. XL. > Charles ix tenant les Estats à Orléans 1560.",justice
servius,"Servius, Maurus Honoratus (0363?-03..)",363,363,463,463,1678 - Basnage,1,coutume > DES FIEFS ET DROITS FEODAUX > CXLII. Que peut demander celuy qui a fait don de son bien à l ’ Eglise.,société
servius,"Servius, Maurus Honoratus (0363?-03..)",363,363,463,463,1678 - Basnage,1,coutume > TITRE DES EXECUTIONS. PAR DECRET > CCCCCXCII.,justice
servius,"Servius, Maurus Honoratus (0363?-03..)",363,363,463,463,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > TITRE DE JURISDICTION. > XII.",justice
servius,"Servius, Maurus Honoratus (0363?-03..)",363,363,463,463,1578 - Terrien,1,"LIVRE DOVZIEME, QVI EST, DES CRIMES ET PROcez criminels. > Comment on doit proceder contre les absens, es fuitifs. Chap. XXXIII. > La Coustume au chapitre De forfaiture.",justice
severe,Sévère Alexandre (0208-0235),208,208,235,235,1614 - Bérault,2,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > CHAPITRE DES FIEFS ET DROITS FEODAVX. > CLV.",société
severe,Sévère Alexandre (0208-0235),208,208,235,235,1614 - Bérault,1,"COMMENTAIRES SVR LES COVSTVMES DV PAYS DE NORMANDIE, ANCIENS RESSORS ET ENCLAVES D ICELVY. > TITRE DE JURISDICTION. > XX.",justice
severe,Sévère Alexandre (0208-0235),208,208,235,235,1578 - Terrien,1,"LIVRE PREMIER QVI EST, DE LA IVSTICE ET DV droict des Normans. > De Droict et de Iustice. Chap. I. > La Coustume au premier chapitre.",société
severe,Sévère Alexandre (0208-0235),208,208,235,235,1578 - Terrien,1,"LIVRE TROISIESME QVI EST DES MAGISTRATS ET officiers ordinaires de la Iustice. > De la Iurisdiction, et office des Iuges ordinaires. Chap. IIII. > Charles vii. char. viii. et Loys xii publ. en l ’ an 1507.",société
siculus,Siculus Flaccus (01..-.... ; agriculteur),100,199,100,199,1678 - Basnage,2,coutume > DE SERVITUDES. > DCXXII.,successions
silius,"Silius Italicus, Tiberius Catius (0025?-0101)",25,25,101,101,1678 - Basnage,1,coutume > DU DOUAIRE. > CCCXCI. Meubles de la femme separée de biens à qui appartienent.,douaire
solon,Solon (0640?-0561 av. J.-C.),-640,-640,-561,-561,1678 - Basnage,1,coutume > DE SERVITUDES. > DCVIII.,successions
solon,Solon (0640?-0561 av. J.-C.),-640,-640,-561,-561,1678 - Basnage,2,coutume > DE SUCCESSIONS EN PROPRE > introduction,successions
solon,Solon (0640?-0561 av. J.-C.),-640,-640,-561,-561,1678 - Basnage,1,coutume > DES SUCCESSIONS COLLATERALES AUX MEUBLES ET ACQUESTS. > introduction,successions
solon,Solon (0640?-0561 av. J.-C.),-640,-640,-561,-561,1678 - Basnage,1,coutume > DES TESTAMENS. > introduction,successions
solon,Solon (0640?-0561 av. J.-C.),-640,-640,-561,-561,1678 - Basnage,1,coutume > DU DOUAIRE. > CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.,douaire
solon,Solon (0640?-0561 av. J.-C.),-640,-640,-561,-561,1678 - Basnage,1,coutume > DU DOUAIRE. > CCCLXXIV. Doüaire prefix.,douaire
solon,Solon (0640?-0561 av. J.-C.),-640,-640,-561,-561,1614 - Bérault,1,<front> > AVANT-PROPOS AU LECTEUR > ,matière liminaire
